mmsi,imo,name,callsign,type,type_specific,country_iso,length,breadth,draught_max,gross_tonnage,deadweight,teu,year_built,speed_max
244020028,9813498,ELLA F,PBMN,Tug,Tug,NL,35.6,15.0,,496.0,,,2017,9.0
244140841,,DEINEMEID,PB4098,Sailing Vessel,Sailing Vessel,NL,14.0,4.0,,,,,,8.0
244183751,,PORRIMA,PG5725,Pleasure Craft,Pleasure Craft,NL,15.0,4.0,,,,,,
245554000,9371579,FAIRPLAYER,PHPU,Cargo,Heavy Lift Vessel,NL,145.04,26.82,7.3,15027.0,13000.0,426.0,2008,32.0
245732000,9656498,ROLLDOCK STAR,PBIK,Cargo,Heavy Load Carrier,NL,151.49,25.46,5.3,15382.0,9161.0,,2013,16.0
246481000,9243837,JUMBO JAVELIN,PHEG,Other,Heavy Lift Vessel,NL,145.04,26.82,17.1,15022.0,12870.0,426.0,2004,17.0
246661000,9551961,HAPPY DRAGON,PBXI,Cargo,Heavy Lift Vessel,NL,157.0,25.0,7.7,14784.0,18103.0,969.0,2011,102.0
247412460,,HALOA I,IR3788,Pleasure Craft,Pleasure Craft,IT,,,,,,,,
247416600,9992672,GRANDE AUCKLAND,IBEE,Cargo,Vehicles Carrier,IT,199.9,38.0,,,,,,
247417200,9992696,GRANDE ISTANBUL,IBEN,Cargo,Vehicles Carrier,IT,199.9,38.0,,,,,,
247437600,9786970,ITAL BONNY,ICAP,Cargo - Hazard D (Recognizable),Container Ship,IT,211.9,33.0,10.9,33266.0,37301.0,2926.0,2018,20.0
247441300,9796377,GRANDE CALIFORNIA,IBRA,Cargo,Vehicles Carrier,IT,199.9,36.0,,65148.0,15853.0,,2021,21.0
247451100,9829459,PS SYDNEY,IBZZ,Tanker,Oil or Chemical Tanker,IT,183.07,32.22,8.5,29991.0,49999.0,,2019,16.0
248173000,9639529,MARINI,9HA4546,Cargo,Bulk Carrier,MT,299.95,50.0,17.1,107478.0,205854.0,,2014,15.0
248455000,9248112,CMA CGM EIFFEL,9HA4658,Cargo,Container Ship,MT,282.1,32.2,9.5,49855.0,58334.0,4396.0,2002,19.0
248699000,9350032,APL FLORIDA,9HA4766,Cargo,Container Ship,MT,293.18,40.0,12.0,72704.0,72447.0,6282.0,2008,22.0
248993000,9309435,MINERVA ALICE,9HA4903,Tanker,Crude Oil Tanker,MT,254.0,44.05,8.5,63619.0,114850.0,,2006,17.0
249034000,9677387,VALADON,9HA6076,Cargo,Bulk Carrier,MT,229.0,32.26,7.8,44243.0,81600.0,,2014,18.0
249061000,9398541,BOKA CENTRE,9HA6090,Tug,Anchor Handling Vessel,MT,74.17,21.14,,3732.0,3609.0,,2010,16.0
249067000,9398539,BOKA GUARD,9HA6094,Tug,Anchor Handling Vessel,MT,74.36,21.14,8.6,3732.0,3226.0,,2009,32.0
249082000,9961336,CMA CGM ALHAMBRA,9HA6101,Cargo - Hazard A (Major),Container Ship,MT,204.0,30.0,,,,,2024,
249092000,9387970,SOLO,9HA6106,Tanker,Crude Oil Tanker,MT,228.0,32.24,8.0,42296.0,74998.0,,2008,16.0
249160000,9497385,SKYROS,9HA4130,Cargo,Bulk Carrier,MT,229.0,32.26,9.8,43365.0,79366.0,,2011,14.0
249217000,9567544,KNOSSOS,9HA4152,Cargo,Bulk Carrier,MT,189.99,32.26,6.6,32964.0,56763.0,,2011,15.0
249235000,9689677,ZORBAS,9HA6184,Cargo,Bulk Carrier,MT,292.0,45.0,16.0,93202.0,179033.0,,2014,15.0
249341000,9514365,ELEFTHEROTRIA,9HA6227,Cargo,Bulk Carrier,MT,189.99,32.25,6.4,31753.0,56147.0,,2011,16.0
249371000,9996680,CMA CGM COBALT,9HA6238,Cargo - Hazard A (Major),Container Ship,MT,335.0,51.0,,,,,2025,
249495000,9703241,MARAN EXCELLENCE,9HA4265,Cargo,Bulk Carrier,MT,291.96,45.0,16.5,94594.0,180940.0,,2016,102.0
249500000,9629421,GAS ARJUNA,9HA6278,Tanker,LPG Tanker,MT,99.0,16.5,4.9,3930.0,3200.0,,2012,14.0
249533000,9996692,CMA CGM ARGON,9HA6287,Cargo - Hazard A (Major),Container Ship,MT,,,,,,,,
249604000,1047689,KIMOLOS I,9HA6326,Cargo,Bulk Carrier,MT,228.9,36.0,,,,,,
249622000,9696084,CMA CGM FUJI,9HA6330,Cargo - Hazard D (Recognizable),Container Ship,MT,184.9,30.04,9.6,25165.0,25283.0,2190.0,2016,19.0
249654000,9737230,BOKA STRIKER,9HA6340,Other,Anchor Handling Vessel,MT,88.51,21.65,8.4,5901.0,4250.0,,2016,17.0
249690000,9424261,PANTANASSA,9HA4337,Tanker,Crude Oil Tanker,MT,333.04,60.0,11.0,160278.0,317106.0,,2011,18.0
249976000,1055454,DALMORE,9HA6461,Tanker,Oil or Chemical Tanker,MT,149.8,23.0,,,,,,
250210444,,BUOY 10 99,,,Unspecified,IE,10.0,10.0,,,,,,
250210453,,BUOY 12 72,,,Unspecified,IE,10.0,10.0,,,,,,
250321001,,888888 90,,,,IE,,,,,,,,
252121113,,TRITON RANGER,YDKC4,,Unspecified,LI,,,,,,,,
252200224,,TB.OCEAN LILY 3,YDB4432,Tug,Tug,LI,,,,,,,,
253000147,9639878,BOURBON EVOLUTION 810,LXAR6,Other,Multi Purpose Offshore Vessel,LU,100.2,20.0,,,,,2025,
253076000,9394521,HENRY DARCY,LXZJ,Other,Dredging Pontoon,LU,57.95,14.0,,1517.0,1528.0,,2008,11.0
253156000,9562714,DN207,LXQG,Other,Work Vessel,LU,29.92,12.3,2.7,356.0,381.0,,2010,102.0
253234000,9238909,JUAN SEBASTIAN DE ELCANO,LXDD,Dredger,Hopper Dredger,LU,157.97,27.8,6.8,17370.0,25900.0,,2002,16.0
253446000,9591404,MARQUIS DE PRIE,LXKW,Other,Motor Hopper,LU,99.5,19.4,,3843.0,6200.0,,2012,12.0
253476000,9280201,FRANCESCO DI GIORGIO,LXOI,Other,Hopper Dredger,LU,91.63,21.0,,4683.0,6955.0,,2003,2.0
255793000,9401776,MSC ACAPULCO,CQML,Cargo,Container Ship,PT,258.91,32.3,9.0,41322.0,52315.0,4300.0,2009,22.0
255803760,9286267,MSC GREENWICH,CQRN,Cargo - Hazard B,Container Ship,PT,334.06,42.8,13.8,91038.0,101847.0,7372.0,2004,40.0
255805590,9535151,HERTA,CQHO,Cargo - Hazard A (Major),Container Ship,PT,275.07,40.04,9.5,59307.0,73195.0,5605.0,2011,102.0
255805776,9395525,ESL BUSAN,CQCZ,Cargo - Hazard A (Major),Container Ship,PT,305.6,40.0,13.8,75752.0,81002.0,6589.0,2009,72.0
255805854,9720471,MSC JEONGMIN,CQZA,Cargo - Hazard A (Major),Container Ship,PT,299.89,48.33,9.4,95514.0,110482.0,9400.0,2016,24.0
255805859,9702273,MSC ANTONELLA,CQZF,Cargo - Hazard A (Major),Container Ship,PT,299.92,48.22,11.0,96331.0,110800.0,8800.0,2016,23.0
255805867,9745653,MSC ROMANE,CQZN,Cargo,Container Ship,PT,299.89,48.33,13.4,97805.0,109802.0,9400.0,2017,25.0
255805928,9779989,NORDMARLIN,CQID4,Tanker,Crude Oil Tanker,PT,250.0,44.0,12.4,61525.0,113959.0,,2017,15.0
255805935,9731614,HANNA OLDENDORFF,CQIE3,Cargo,Bulk Carrier,PT,299.95,50.0,9.5,107700.0,208941.0,,2017,17.0
255805956,9622007,MSC JERSEY,CQIG8,Cargo - Hazard D (Recognizable),Container Ship,PT,249.93,37.39,8.2,47873.0,56592.0,4800.0,2014,43.0
255806182,9810343,INDUSTRIAL CONSTANT,CQAI4,Cargo,Heavy Lift Vessel,PT,99.95,20.76,8.7,7498.0,8400.0,425.0,2018,15.0
255806449,9362449,MSC BERN V,CQEP6,Cargo - Hazard A (Major),Container Ship,PT,260.89,32.31,11.8,40807.0,55301.0,4300.0,2008,24.0
255915564,9640750,GIROLANDO EXPRESS,CQ2022,Cargo,Livestock Carrier,PT,134.8,19.6,5.7,10421.0,5488.0,,2014,18.0
255915641,9535175,ESL KABIR,CQ2099,Cargo - Hazard A (Major),Container Ship,PT,275.07,40.04,12.8,59307.0,71416.0,5605.0,2011,27.0
255915760,9403504,IMPERIUS,CQ2218,Cargo,Bulk Carrier,PT,292.0,45.0,8.4,93196.0,180000.0,,2011,15.0
255915889,9588536,PATMOS JOHN,CQ2347,Cargo,Bulk Carrier,PT,189.99,32.26,12.8,33042.0,56633.0,,2011,16.0
255915925,9413028,BLUE SEA,CQ2383,Tanker - Hazard A (Major),Crude Oil Tanker,PT,228.6,42.04,8.0,55863.0,105416.0,,2009,15.0
255915951,9494814,TRUE PRESTIGE,CQ2409,Cargo,Bulk Carrier,PT,175.53,29.4,5.8,19785.0,32077.0,,2010,17.0
255916062,1060497,BBC FELIX,CQ2491,Cargo,General Cargo,PT,147.29,23.0,,,,,,
255916085,9969792,KLEO OLDENDORFF,CQ2514,Cargo,Bulk Carrier,PT,228.96,32.0,,,,,2025,
255916297,9969819,KAYLA OLDENDORFF,CQ2726,Cargo,Bulk Carrier,PT,228.96,32.3,,,,,2025,
255916533,9859014,AKIRA,CQ2782,Cargo,Bulk Carrier,PT,229.0,32.3,11.0,44120.0,82000.0,,2019,15.0
255916565,9779020,ARETI FORCE,CQ2874,Cargo,General Cargo,PT,179.99,30.0,10.0,23703.0,38592.0,,2018,14.0
256002055,9778272,SKADE,9HB7939,Sailing Vessel,Sailing Vessel,MT,46.0,9.4,4.2,271.0,,,2016,15.0
256056000,9333591,COOL RIDER,V2C2025,Tanker,LNG Tanker,AG,288.0,44.0,9.6,102064.0,84303.0,,2007,20.0
256075000,9250971,SAVANNAH,9HA3804,Cargo - Hazard A (Major),Container Ship,MT,293.87,40.0,9.4,74071.0,74453.0,6402.0,2002,22.0
256082000,9930105,GHAT,9HA5687,Tanker,Crude Oil Tanker,MT,249.97,44.04,,62505.0,115519.0,,2022,15.0
256099000,9718583,KIRAN CASPIAN,9HA3817,Cargo,Bulk Carrier,MT,200.0,32.0,10.2,36353.0,63476.0,,2015,17.0
256150000,9435258,ANL DHAMBI,9HA5722,Cargo - Hazard A (Major),Container Ship,MT,175.54,27.65,10.8,18327.0,23357.0,1740.0,2008,19.0
256208000,9471214,CMA CGM TARRAGONA,9HA5743,Cargo,Container Ship,MT,261.06,32.3,11.7,40542.0,50088.0,4250.0,2010,102.0
256232000,9943475,CLEAN RESOLUTION,9HA5756,Tanker,LNG Tanker,MT,,,,129000.0,105602.0,,2023,
256542000,9953717,CMA CGM INDIANAPOLIS,9HA5878,Cargo,Vehicles Carrier,MT,199.9,38.0,,,,,2023,
256697000,9700873,ALASIA,9HA5939,Cargo,Bulk Carrier,MT,199.98,32.24,11.5,34810.0,61311.0,,2014,15.0
256828000,9619555,AFALES,9HA2940,Cargo,Bulk Carrier,MT,292.0,45.0,10.0,91407.0,177935.0,,2012,15.0
256848000,9634701,FAKARAVA,9HA2944,Cargo,Bulk Carrier,MT,299.92,50.0,18.2,107129.0,205991.0,,2012,14.0
256920000,9956587,ORION SPIRIT,9HA6027,Tanker - Hazard D (Recognizable),LNG Tanker,MT,290.0,45.8,,,,,2024,
257091890,9186235,ISOLDANA,LAJM8,Cargo,General Cargo,NO,198.5,31.03,8.0,33448.0,44691.0,1880.0,2000,17.0
257246000,9777371,BOW PALLADIUM,LADF8,Tanker,Oil or Chemical Tanker,NO,165.14,26.97,10.6,17139.0,27500.0,,2017,15.0
257453000,9818515,BOW ORION,LAFX8,Tanker - Hazard B,Oil or Chemical Tanker,NO,182.84,32.22,8.6,34128.0,49042.0,,2019,17.0
257534000,9186223,INVENTANA,LAJL8,Cargo,General Cargo,NO,198.5,31.0,12.3,33448.0,44982.0,2096.0,2000,16.0
257714000,9075711,HOEGH TROOPER,LAKQ7,Cargo,Vehicles Carrier,NO,199.98,32.26,8.4,56164.0,21414.0,,1995,102.0
257854000,9583134,STAR NORITA,LAPJ7,Cargo,Bulk Carrier,NO,190.0,32.26,8.1,32371.0,58097.0,,2012,16.0
2579990,None,PORTHEAD,,Reference Point,Reference Point,NO,,,,,,,,
2579999,None,M02579999,,Navigation Aid,Navigation Aid,NO,,,,,,,,
258058000,9390460,RAMFORM SOVEREIGN,LARV8,Other,Research or Survey Vessel,NO,102.2,40.0,7.7,13688.0,4525.0,,2008,17.0
258096000,9502477,NORMAND AUSTRALIS,LASA8,Other,Multi Purpose Offshore Vessel,NO,82.2,20.4,4.9,4230.0,3227.0,,2009,13.0
258633000,7915278,SEAWAY FALCON,LAIP6,Cargo,Heavy Lift Vessel,NO,199.16,42.07,8.6,31027.0,88666.0,,1981,15.0
258724000,9341146,CHAMPION PULA,LAZM7,Tanker,Oil or Chemical Tanker,NO,182.43,32.2,8.7,27547.0,46927.0,,2006,16.0
258775000,9734991,SPAR INDUS,LATP7,Cargo,Bulk Carrier,NO,199.88,32.3,12.0,36313.0,63800.0,,2016,16.0
259147000,9904170,SANTANDER KNUTSEN,LAQZ8,Tanker,LNG Tanker,NO,297.0,46.43,,112000.0,83742.0,,2022,20.0
259801000,9442433,SEA1 AMETHYST,LCBM3,Tug,Tug or Supply Vessel,NO,91.0,22.04,6.3,7473.0,4250.0,,2011,17.0
260400286,,HSD NET 02,,,Unspecified,,10.0,10.0,,,,,,
260400570,,HSD NET 02,,,Unspecified,,10.0,10.0,,,,,,
260711767,,CITRA 55,,,Unspecified,,10.0,10.0,,,,,,
261005293,,ZWERVER,SPA6201,Sailing Vessel,Sailing Vessel,PL,12.0,4.0,,,,,,
261007877,,ARA ONE,SPA8342,Pleasure Craft,Pleasure Craft,PL,,,,,,,,
261091070,,ECSTASY,POL2010,Sailing Vessel,Sailing Vessel,PL,14.0,8.0,,,,,2018,10.0
261288706,,2887 6 59,,Tanker,Tanker,PL,15.0,3.0,,,,,,
261288708,,2887 8 56,,Tanker,Tanker,PL,15.0,3.0,,,,,,
261288709,,2887 9 08,,Tanker,Tanker,PL,15.0,3.0,,,,,,
261288710,,2887 10 35,,Tanker,Tanker,PL,15.0,3.0,,,,,,
265076590,9082934,DON JUAN,SGIX,Cargo,Vehicles Carrier,SE,199.11,32.29,8.6,55598.0,15199.0,,1995,20.0
265763910,,ALMAZUL,SE9858,Sailing Vessel,Sailing Vessel,SE,15.0,5.0,,,,,,7.0
267210075,,GREY WHITE,OMVL,Sailing Vessel,Sailing Vessel,SK,11.0,4.0,,,,,,8.0
268250702,9234599,FT SUNRISE,T7CH7,Tanker,Oil or Chemical Tanker,SM,182.75,32.22,6.8,26914.0,46733.0,,2003,12.0
268251304,9200835,DENNIE,T7DH3,Tanker - Hazard A (Major),Crude Oil Tanker,SM,332.95,58.0,,159187.0,308491.0,,2000,8.0
268254004,9330355,KESTREL,T7DK6,Tanker,Crude Oil Tanker,SM,228.6,32.26,12.6,41966.0,73815.0,,2006,16.0
268256804,9215036,GRAFF,T7DO2,Tanker,Crude Oil Tanker,SM,274.2,48.0,15.7,78845.0,150678.0,,2000,14.0
268259801,,MUZIKAL,T7CG6,Pleasure Craft,Pleasure Craft,SM,14.0,8.0,,,,,,
268268900,,,T7DZ5,,,,,,,,,,,
269080000,,HYDRA,HBY4086,Sailing Vessel,Sailing Vessel,CH,14.0,4.0,,,,,,8.0
269795000,,TAMANGO 2,HBY3109,Sailing Vessel,Sailing Vessel,CH,16.0,6.0,,,,,,85.0
273292160,9220641,LADY MARIIA,UBGW3,Cargo,Ro-Ro Cargo,RU,126.88,20.0,5.7,8831.0,7184.0,628.0,2000,16.0
281036840,,P CHAOPALANG,T2DS8,Other,Other,,30.0,8.0,,,,,,
293422009,,MLXY 2209 99,,,Unspecified,,10.0,10.0,,,,,,
293422010,,MLXY 2210 99,,,Unspecified,,10.0,10.0,,,,,,
295000000,,SINTHANAPORN 99PEIE,,Fishing,Fishing,,33.0,10.0,,,,,,
303210000,9316139,PATRIOT,WAIU,Cargo,Vehicles Carrier,US,199.0,32.29,8.8,60979.0,22564.0,,2006,22.0
303219993,,LIN21999 3 65,,,Unspecified,US,10.0,10.0,,,,,,
303821000,,US GOV VESSEL,NPNR,Military Ops,Military Ops,US,74.0,9.0,,,,,,0.0
304010000,9294018,JULIUS S,V2GN4,Cargo - Hazard A (Major),Container Ship,AG,207.39,29.86,10.7,25672.0,33742.0,2474.0,2004,37.0
304050864,9202039,EPSILONGAS,V2AZ7,Tanker,LPG or Chemical Tanker,AG,107.86,16.8,6.9,5278.0,4995.0,,2000,17.0
305025400,,,,,,,,,,,,,,
305036300,9595979,PEBBLE BEACH,V2B2036,Cargo,Bulk Carrier,AG,189.9,28.36,7.9,24195.0,37003.0,,2013,15.0
305062000,9273791,O7 GAJA,V2HP4,Cargo,General Cargo,AG,156.85,21.82,5.8,10899.0,12767.0,675.0,2006,17.0
305158000,9964431,BBC SINGAPORE,V2HX7,Cargo,Heavy Lift Vessel,AG,149.95,23.75,,,,,2025,
305240000,9436953,ASC LOTTI,V2DT5,Cargo - Hazard A (Major),Heavy Lift Vessel,AG,122.46,18.45,6.8,6155.0,7732.0,446.0,2008,16.0
305485000,9306677,SLOMAN THEMIS,V2HJ8,Tanker,Oil Products Tanker,AG,171.25,27.43,7.7,22184.0,34628.0,,2006,22.0
305496000,9306653,SLOMAN THETIS,V2HJ9,Tanker,Oil Products Tanker,AG,171.2,27.42,11.3,22184.0,34622.0,,2006,14.0
305697000,9240158,LIN 9,V2YG8,Tanker,LPG or Chemical Tanker,AG,124.9,19.8,7.7,8720.0,9265.0,,2003,17.0
305823000,9508457,BBC OLYMPUS,V2FW4,Cargo,Heavy Lift Vessel,AG,125.79,22.32,6.3,8255.0,9317.0,390.0,2012,17.0
306057500,,RMN 134,9MOH,Military Ops,Military Ops,CW,64.0,9.0,,,,,,20.0
306269000,9289491,BELMA,PJE5,Tanker,Crude Oil Tanker,CW,333.0,60.0,19.4,161387.0,320821.0,,2005,17.0
306336000,8705682,CALA PORTESE,PJBY,Cargo,Reefer,CW,137.49,20.0,6.0,8962.0,6708.0,84.0,1990,19.0
306699000,9320843,KUN PENG,PJAB31,Tanker,Crude Oil Tanker,CW,333.0,60.0,14.2,159939.0,300363.0,,2007,18.0
306723000,9259745,ETERNAL PEACE,PJAJ21,Tanker,Crude Oil Tanker,CW,274.7,48.0,,84855.0,159549.0,,2004,15.0
306724000,9284594,OCEAN RIVER,PJAK21,Tanker,Crude Oil Tanker,CW,243.8,42.33,8.7,58194.0,105173.0,,2004,14.0
307078000,9307633,URANUS,P4AG13,Tanker,Crude Oil Tanker,AW,333.12,60.04,19.5,163465.0,309373.0,,2005,16.0
307086000,9005065,GONG DE TIAN,P4AJ1,Tanker,LPG Tanker,AW,230.0,36.6,,44868.0,49880.0,,1993,14.0
307087000,9113379,DA LI,P4AK1,Tanker,LPG Tanker,AW,230.0,36.02,,47027.0,54155.0,,1996,15.0
307702000,9245794,LATTAFA,P4GZ26,Tanker,Crude Oil Tanker,AW,332.94,60.0,,159456.0,298287.0,,2003,14.0
308445000,8913162,AMADEA,C6VE9,Passenger,Passenger Ship,BS,192.82,24.7,7.0,29008.0,3938.0,,1991,53.0
309201000,9334076,EJNAN,C6VW6,Tanker - Hazard A (Major),LNG Tanker,BS,283.0,43.4,11.8,95824.0,79000.0,,2007,30.0
309781000,9360893,AL SHAMAL,C6VG4,Tanker,LNG Tanker,BS,315.06,50.03,9.9,135848.0,109661.0,,2008,20.0
309839000,9330745,SYMPHONIC BREEZE,C6WR9,Tanker - Hazard A (Major),LNG Tanker,BS,289.7,49.1,9.8,117895.0,77163.0,,2007,19.0
310133000,9108130,VALENCIA EXPRESS,ZCBD4,Cargo,Container Ship,BM,216.13,32.26,10.3,33735.0,34330.0,2400.0,1996,21.0
310495000,9267015,LNG BENUE,ZCDQ3,Tanker,LNG Tanker,BM,285.4,43.4,8.7,97561.0,83068.0,,2006,21.0
310551000,9321770,METHANE NILE EAGLE,ZCDX2,Tanker,LNG Tanker,BM,283.06,43.4,9.4,95753.0,79006.0,,2007,19.0
310853000,9962433,WOODSIDE BARRUMBARA,ZCHG5,Tanker,LNG Tanker,BM,295.0,46.0,,,,,,
311000103,9660798,RCC AMSTERDAM,C6AO4,Cargo,Vehicles Carrier,BS,199.96,32.26,9.1,58767.0,21000.0,,2013,21.0
311000130,9696101,SHINE ON,C6AR6,Cargo,Bulk Carrier,BS,292.0,45.0,9.3,93511.0,179406.0,,2015,18.0
311000184,9610767,ASIA EXCELLENCE,C6AX5,Tanker - Hazard D (Recognizable),LNG Tanker,BS,285.0,43.4,9.4,101427.0,82721.0,,2015,21.0
311000193,9567740,TANCHOU ARROW,C6AY5,Cargo,General Cargo,BS,209.99,36.01,7.1,44866.0,73296.0,445.0,2014,17.0
311000246,9681687,SEAPEAK CREOLE,C6BF3,Tanker,LNG Tanker,BS,294.9,46.44,11.3,113263.0,95452.0,,2016,23.0
311000316,9692777,AFRICAN PIPER,C6BO2,Cargo,Bulk Carrier,BS,179.96,30.0,8.9,21532.0,34365.0,,2015,32.0
311000319,9733105,GENTING DREAM,C6BO5,Passenger,Passenger Ship,BS,335.33,44.47,8.4,150695.0,15370.0,,2016,21.0
311000380,9461142,STAR TRADER,C6BV9,Cargo,Bulk Carrier,BS,228.99,32.26,9.1,43012.0,82181.0,,2010,15.0
311000397,9697753,OVATION OF THE SEAS,C6BX9,Passenger,Passenger Ship,BS,348.0,48.9,8.7,168666.0,12000.0,,2016,24.0
311000460,9484077,SELETAR SPIRIT,C6CF8,Tanker,Oil Products Tanker,BS,243.0,42.03,8.5,60193.0,108993.0,,2010,18.0
311000466,9484089,LEYTE SPIRIT,C6CG6,Tanker,Oil Products Tanker,BS,243.0,42.03,8.2,60193.0,109676.0,,2011,16.0
311000475,9705641,MUREX,C6CH7,Tanker,LNG Tanker,BS,294.9,46.44,10.0,113557.0,95452.0,,2017,20.0
311000639,9766322,SONANGOL MAIOMBE,C6DC7,Tanker,Crude Oil Tanker,BS,274.08,48.04,9.4,84214.0,156935.0,,2017,16.0
311000732,9843364,STAR TOPAZ,C6DO3,Cargo,Bulk Carrier,BS,229.0,32.26,9.1,44114.0,82044.0,,2019,18.0
311000774,9358591,FUGRO MARINER,C6DS9,Other,Multi Purpose Offshore Vessel,BS,76.0,20.0,4.5,3466.0,1605.0,,2007,102.0
311000894,9847243,NIGHTSKY,C6EH3,Cargo,Bulk Carrier,BS,291.99,45.0,9.9,93458.0,183017.0,,2019,17.0
311000923,9454436,CMA CGM MARCO POLO,C6EK8,Cargo - Hazard A (Major),Container Ship,BS,396.0,53.6,12.1,176546.0,187625.0,16000.0,2012,21.0
311000934,9808986,DISNEY ADVENTURE,C6EM2,Passenger,Passenger Ship,BS,342.0,58.0,,,,,2025,
311001040,9620114,PXGEO 2,C6EY9,Other,Research or Survey Vessel,BS,100.1,25.64,,10882.0,4500.0,,2014,13.0
311001131,7907166,DEEP VENTURE,C6FK5,Other,Drill Ship,BS,149.4,28.8,,12923.0,7245.0,,1981,0.0
311001140,9628908,STAR GALAXY,C6FL5,Cargo,Bulk Carrier,BS,229.0,32.26,13.6,44265.0,81666.0,,2012,17.0
311001204,9646895,AFRICAN NIGHTHAWK,C6GB9,Cargo,Bulk Carrier,BS,179.99,30.0,10.8,24725.0,40000.0,,2014,14.0
311001237,9989479,FPSO ERREA WITTU,C6GG2,Other,Floating Storage or Production,BS,,,,,,,,
311001343,9625516,DEEP VALUE DRILLER,C6GT2,Other,Drill Ship,BS,228.93,36.0,,51437.0,34000.0,,2014,
311001436,1016123,PROSO,C6HE4,Cargo,Bulk Carrier,BS,229.0,32.0,,,,,2025,
311001545,9963853,QUEST KIRISHIMA,C6HR6,Tanker,LNG Tanker,BS,,,,,,,2024,
311001592,9880192,MARVEL SWAN,C6HX3,Tanker,LNG Tanker,BS,293.0,46.0,,114931.0,88831.0,,2021,19.0
311001694,9244374,GOODAL,C6IK7,Tanker,Oil or Chemical Tanker,BS,135.32,22.83,9.8,9900.0,17396.0,,2001,19.0
311001698,9246633,SA OCEANIA,C6IL4,Tanker,Crude Oil Tanker,BS,380.0,68.0,17.0,234006.0,441585.0,,2003,0.0
311001699,9235268,SA EUROPE,C6IL5,Tanker,Crude Oil Tanker,BS,380.0,68.05,,234006.0,441561.0,,2002,1.0
311001701,9230878,SA CAPRICORN,C6IL6,Tanker,Crude Oil Tanker,BS,333.0,60.05,,161233.0,319029.0,,2002,13.0
311001702,9182318,SA CRYSTAL,C6IL7,Tanker,Crude Oil Tanker,BS,332.95,60.0,,159397.0,298570.0,,2000,1.0
311001732,9266762,ORIENT NAVIGATOR,C6IP6,Tanker,Crude Oil Tanker,BS,228.5,32.2,8.0,39307.0,70426.0,,2005,13.0
311001751,8807662,FRIO POSEIDON,C6IR7,Cargo,Reefer,BS,148.0,21.0,8.6,9072.0,11622.0,,1989,15.0
311001756,9244867,SA JEWEL,C6IS3,Tanker,Crude Oil Tanker,BS,332.0,58.0,17.5,159016.0,305178.0,,2002,102.0
311001775,9559248,RT ROTATION,C6IU4,Tug,Tug,BS,31.0,12.0,6.6,465.0,,,2013,12.0
311001850,9293507,OCEAN START,C6JD6,Tanker,Crude Oil Tanker,BS,274.0,48.02,9.0,81770.0,158280.0,,2005,14.0
311001874,9230048,GAS POLARIS,C6JH5,Tanker,Floating Storage or Production,BS,279.8,43.4,9.4,94822.0,79363.0,,2002,20.0
311001915,9322396,OCEAN GAEA,C6JM8,Tanker,Oil or Chemical Tanker,BS,186.0,32.2,7.7,29654.0,48356.0,,2005,17.0
311001921,9298325,BURG STAR,C6JN7,Tanker,Oil or Chemical Tanker,BS,228.6,32.3,10.9,41966.0,73869.0,,2005,16.0
311009200,9381562,GULF BAYNUNAH,C6XG8,Tanker,Oil or Chemical Tanker,BS,183.0,32.2,11.4,29508.0,46522.0,,2008,16.0
311048900,9435739,SKANDI HERCULES,C6YY2,Other,Tug or Supply Vessel,BS,109.42,24.0,8.2,8246.0,5750.0,,2010,18.0
311052400,9447639,SKANDI EMERALD,C6ZC7,Other,Work Vessel,BS,75.01,17.41,6.2,3181.0,3195.0,,2011,15.0
311052800,9610171,SW BLY,C6ZD3,Other,Research or Survey Vessel,BS,92.0,23.7,7.0,7709.0,4350.0,,2012,18.0
311057900,9599779,AFRICAN HORNBILL,C6ZK7,Cargo,Bulk Carrier,BS,199.98,32.24,10.5,34795.0,61440.0,,2011,17.0
311065700,9627411,FUGRO EQUATOR,C6ZT5,Other,Research or Survey Vessel,BS,65.74,14.28,5.3,1929.0,564.0,,2012,19.0
311066400,9575565,SONANGOL HUILA,C6ZB9,Tanker,Crude Oil Tanker,BS,274.0,48.03,15.7,83753.0,157871.0,,2012,16.0
311109000,9218131,NORWEGIAN SUN,C6RN3,Passenger,Passenger Ship,BS,258.0,36.0,8.2,78309.0,7100.0,,2001,22.0
311128000,9225029,AQUAMAN,C6RO8,Cargo,Bulk Carrier,BS,225.01,32.3,7.0,40570.0,75243.0,,2001,15.0
311475000,9237319,GLOBAL LEADER,C6SU5,Cargo,Vehicles Carrier,BS,189.21,32.29,8.7,48710.0,17125.0,,2002,21.0
311622000,9210139,SEVEN SEAS MARINER,C6VV8,Passenger,Passenger Ship,BS,216.0,28.84,7.1,48075.0,4700.0,,2001,22.0
311817000,9288887,NORDIC FREEDOM,C6UL7,Tanker,Crude Oil Tanker,BS,274.0,48.0,9.5,83594.0,159331.0,,2005,16.0
312000002,1145027,JTL009,V3RZ4,Other,Other,BZ,78.0,18.0,,,,,,
312000009,1156246,BMU 001,V3RY5,Cargo,Crane Ship,BZ,,,,,,,,
312000014,,CHONG HAN 07,,Tug,Tug,BZ,,,,,,,,
312000025,7904889,BERLIN OCEANIS,V3UR2,Passenger,Passenger Ship,BZ,139.3,17.5,,9570.0,1796.0,,1980,0.0
