timestamp_utc,mmsi,ship_name,message_type,imo_number,call_sign,vessel_name,ship_type_code,dim_a,dim_b,dim_c,dim_d,length_m,beam_m,draught_m,destination,eta_month,eta_day,eta_hour,eta_minute
2026-04-07 06:40:05.406146474 +0000 UTC,563132700,CSM TAURUS,ShipStaticData,9672246,9V7051,CSM TAURUS,80,69,22,7,7,91,14,5.4,AEPB/C,4,7,16,40
2026-04-07 06:40:05.748473406 +0000 UTC,564269000,,StaticDataReport,,,,37,5,5,5,5,10,10,,,,,,
2026-04-07 06:40:08.000225731 +0000 UTC,533132115,ORKIM FORTITUDE,ShipStaticData,9568043,9M2503,ORKIM FORTITUDE,80,147,33,12,20,180,32,9.8,PEBGC SINGAPORE,4,7,3,0
2026-04-07 06:40:11.277559589 +0000 UTC,525019114,SINAR HARAPAN-78,StaticDataReport,,,SINAR HARAPAN-78,,0,0,0,0,,,,,,,,
2026-04-07 06:40:14.870824162 +0000 UTC,533132391,PUSAKA GEMILANG,ShipStaticData,9553945,9M2715,PUSAKA GEMILANG,80,78,19,4,12,97,16,4.6,"PWBGA, SINGAPORE",4,6,7,0
2026-04-07 06:40:16.172433752 +0000 UTC,246481000,JUMBO JAVELIN,ShipStaticData,9243837,PHEG,JUMBO JAVELIN,90,18,126,10,17,144,27,6.3,SGSIN PEBGA,4,3,12,0
2026-04-07 06:40:16.229992297 +0000 UTC,563087340,,StaticDataReport,,1299,,0,0,0,0,0,,,,,,,,
2026-04-07 06:40:21.282414581 +0000 UTC,563273200,STARGAZE,ShipStaticData,9843675,9VMO4,STARGAZE,80,116,24,4,16,140,20,5.5,SG_PEBGC,4,7,3,0
2026-04-07 06:40:22.143240179 +0000 UTC,352005076,VERA,ShipStaticData,9292278,3E7277,VERA,80,146,30,9,22,176,31,6.5,SINGAPORE WPBGA,3,24,9,0
2026-04-07 06:40:22.627269873 +0000 UTC,354077000,LONGHUNG 5,ShipStaticData,9376933,3FJR4,LONGHUNG 5,80,102,25,7,13,127,20,4.8,PEBGC SG SIN,3,22,13,45
2026-04-07 06:40:23.664751776 +0000 UTC,563060900,BTS SUMMER,ShipStaticData,9434694,9V5894,BTS SUMMER,80,101,27,9,11,128,20,6,SGP AWPB,4,6,8,0
2026-04-07 06:40:24.037774676 +0000 UTC,357044000,TRIDENT HOPE,ShipStaticData,9271377,HOWJ,TRIDENT HOPE,80,209,32,20,22,241,42,10,MY KIM,4,10,4,0
2026-04-07 06:40:27.278644829 +0000 UTC,563169200,INTERASIA ENGAGE,ShipStaticData,9771664,9V8377,INTERASIA ENGAGE,70,166,20,15,20,186,35,10.9,IDSUB,4,9,5,30
2026-04-07 06:40:29.589202526 +0000 UTC,563086270,SEVERN,ShipStaticData,9738430,9V7161,SEVERN,80,48,5,11,4,53,15,4.6,AEPB,3,26,18,1
2026-04-07 06:40:30.362278766 +0000 UTC,403515001,NCC NASMA,ShipStaticData,9459008,HZEG,NCC NASMA,80,154,29,8,24,183,32,7.2,SGSIN,4,3,5,0
2026-04-07 06:40:32.304485443 +0000 UTC,563086580,PSA LYRA,ShipStaticData,1060332,9V9800,PSA LYRA,52,18,12,7,5,30,12,4.7,SINGAPORE,9,12,2,0
2026-04-07 06:40:33.531066026 +0000 UTC,563102300,GOLDEN AUSTRALIS,ShipStaticData,9882748,9V5189,GOLDEN AUSTRALIS,80,106,21,15,6,127,21,8.7,SG SIN PEBGC,3,21,9,30
2026-04-07 06:40:34.334056656 +0000 UTC,314177000,STAR MERLIN,ShipStaticData,9325609,8PRL,STAR MERLIN,80,152,34,21,11,186,32,7,SG SIN AESPA,3,20,4,0
2026-04-07 06:40:35.1622075 +0000 UTC,563026590,PANDUAN,ShipStaticData,9714549,9V2429,PANDUAN,53,15,20,5,5,35,10,2.3,SINGAPORE,12,15,12,0
2026-04-07 06:40:35.645484969 +0000 UTC,533130968,THE MAGGIE,StaticDataReport,,,THE MAGGIE,,0,0,0,0,,,,,,,,
2026-04-07 06:40:35.870265801 +0000 UTC,533133686,ISLAND B,StaticDataReport,,,ISLAND B,,0,0,0,0,,,,,,,,
2026-04-07 06:40:38.346875614 +0000 UTC,563227800,SYUKUR,ShipStaticData,9197600,9V7992,SYUKUR,52,10,15,3,5,25,8,0,SINGAPORE,0,0,0,0
2026-04-07 06:40:40.586642067 +0000 UTC,477013300,XIN HAI TONG 51,ShipStaticData,9617961,VRIG5,XIN HAI TONG 51,70,162,28,9,23,190,32,11.6,GH-TEM,5,5,17,0
2026-04-07 06:40:40.841550167 +0000 UTC,525300009,MV RYOKO 8,ShipStaticData,9015096,YCNI2,MV RYOKO 8,0,104,16,8,0,120,,6.8,MAKASSAR,3,27,17,0
2026-04-07 06:40:41.667539703 +0000 UTC,370895000,SM EAGLE,ShipStaticData,9761827,3EMX3,SM EAGLE,84,234,61,24,22,295,46,9.8,SGSIN PGBG,4,2,10,0
2026-04-07 06:40:44.387250696 +0000 UTC,412549527,LURONGYUANYUYUN898,ShipStaticData,9961178,BZTX3,LURONGYUANYUYUN898,30,90,47,10,10,137,20,7.7,SHIDAO CN,4,15,8,0
2026-04-07 06:40:45.430105011 +0000 UTC,636017501,NORTH SEA,ShipStaticData,9760495,D5LG9,NORTH SEA,89,198,30,15,25,228,40,9,SGSIN ARAFR,4,6,16,24
2026-04-07 06:40:45.559234846 +0000 UTC,636021434,PACIFIC INTEGRITY,ShipStaticData,9469780,5LDX4,PACIFIC INTEGRITY,79,127,21,13,10,148,23,6.6,PEBGA,3,27,16,15
2026-04-07 06:40:46.767786775 +0000 UTC,533110592,LUNA,StaticDataReport,,,LUNA,,0,0,0,0,,,,,,,,
2026-04-07 06:40:49.912727565 +0000 UTC,564425000,QUEEN STAR 5,ShipStaticData,9797101,9V3845,QUEEN STAR 5,40,5,27,4,3,32,7,1.2,RFT-SINGAPORE,4,7,13,0
2026-04-07 06:40:50.564634018 +0000 UTC,563856000,JUMA,ShipStaticData,9767912,9V3733,JUMA,80,70,20,2,13,90,15,4.2,OTS#06,4,7,13,40
2026-04-07 06:40:51.587191199 +0000 UTC,566339000,SEA SERENITY,ShipStaticData,9629990,9V9605,SEA SERENITY,80,82,19,4,14,101,18,5.8,AEPB/C,4,7,16,30
2026-04-07 06:40:52.604631265 +0000 UTC,563069180,,StaticDataReport,,9V6121,,52,4,22,4,4,26,8,,,,,,
2026-04-07 06:40:53.454415556 +0000 UTC,525601594,TB AMADEUS 1,ShipStaticData,1031642,YDC3668,TB AMADEUS 1,52,8,15,2,5,23,7,0,SINGAPORE,0,0,0,0
2026-04-07 06:40:54.606176309 +0000 UTC,563082830,SSE ANASTASIA,StaticDataReport,,,SSE ANASTASIA,,0,0,0,0,,,,,,,,
2026-04-07 06:40:55.184815045 +0000 UTC,563084440,ODETTE OASIS,ShipStaticData,1028140,9V9166,ODETTE OASIS,80,77,14,12,6,91,18,3.5,AEBB,0,0,24,60
2026-04-07 06:40:55.908509879 +0000 UTC,636018023,TIAN TAI SHAN,ShipStaticData,9737711,D5NV4,TIAN TAI SHAN,70,170,29,11,21,199,32,11.1,SINGAPORE,4,6,9,0
2026-04-07 06:40:56.731405669 +0000 UTC,311001237,ERREA WITTU,ShipStaticData,9989479,C6GG2,ERREA WITTU,99,318,21,9,55,339,64,0,,0,0,0,0
2026-04-07 06:40:57.853535361 +0000 UTC,564880000,KOTA HALUS,ShipStaticData,9238612,9V8258,KOTA HALUS,70,130,29,15,10,159,25,8.9,SGSIN PWBGA,4,6,11,45
2026-04-07 06:41:00.981809418 +0000 UTC,525019607,,StaticDataReport,,YCJJ,,90,0,0,0,0,,,,,,,,
2026-04-07 06:41:01.134106891 +0000 UTC,563294700,EM SHONA,ShipStaticData,1072660,9VBA5,EM SHONA,80,97,18,5,14,115,19,7.1,SG-ASPP,4,7,7,0
2026-04-07 06:41:02.41404627 +0000 UTC,232046110,KAHALA,ShipStaticData,1040801,MNDH8,KAHALA,37,20,20,4,4,40,8,2.1,SINGAPORE,3,29,16,0
2026-04-07 06:41:02.491395773 +0000 UTC,572133210,EM 33,StaticDataReport,,,EM 33,,0,0,0,0,,,,,,,,
2026-04-07 06:41:03.69313003 +0000 UTC,538005806,SUNNY APATITE,ShipStaticData,9721891,V7HE3,SUNNY APATITE,80,144,39,14,18,183,32,8,SGSIN PEBGB,4,7,7,0
2026-04-07 06:41:03.825994889 +0000 UTC,525113024,LUMOSO KASIH,ShipStaticData,9875238,YDAT2,LUMOSO KASIH,70,199,30,21,11,229,32,7.4,WAITING INSTRUCTION,4,4,19,0
2026-04-07 06:41:06.050469051 +0000 UTC,533000313,SJ SATU,ShipStaticData,8989082,9MVE3,SJ SATU,0,62,8,4,8,70,12,3.3,PEBGC,4,6,6,0
2026-04-07 06:41:06.381660656 +0000 UTC,538009421,COMMON LUCK,ShipStaticData,9617741,V7A4709,COMMON LUCK,70,172,25,12,20,197,32,11.8,CNRZH,4,18,21,0
2026-04-07 06:41:07.189604669 +0000 UTC,205083000,BOKA TIAMAT,ShipStaticData,9792527,ORUE,BOKA TIAMAT,79,40,58,10,10,98,20,5.6,AEW,3,31,17,30
2026-04-07 06:41:10.980123066 +0000 UTC,457001254,EH GAJAH,StaticDataReport,,,EH GAJAH,,0,0,0,0,,,,,,,,
2026-04-07 06:41:13.933616241 +0000 UTC,352004850,FLORA MARIS,ShipStaticData,9423906,3E7083,FLORA MARIS,82,157,32,8,24,189,32,9.2,SG SIN-PEBGC,3,31,22,30
2026-04-07 06:41:14.571867265 +0000 UTC,477854400,SILVER HESSA,ShipStaticData,9718868,VRPS6,SILVER HESSA,80,147,36,24,8,183,32,8.8,SINGAPORE PWBGA,4,6,12,0
2026-04-07 06:41:15.160519583 +0000 UTC,538008970,SEAGULL,ShipStaticData,9452505,V7A2959,SEAGULL,70,166,30,26,6,196,32,6.9,SGSIN,4,6,22,0
2026-04-07 06:41:15.538565633 +0000 UTC,268268900,KIARA M,ShipStaticData,9285823,T7DZ5,KIARA M,80,282,51,25,35,333,60,12.5,PEBGC SINGAPORE,4,3,0,1
2026-04-07 06:41:16.75539743 +0000 UTC,352004229,ASC GLORY,ShipStaticData,9490648,3E7718,ASC GLORY,70,160,30,11,21,190,32,6.7,MY KUA,4,8,10,0
2026-04-07 06:41:17.119380389 +0000 UTC,525100705,ICON EFESUS I 17,ShipStaticData,8793914,SSD,ICON EFESUS I 17,70,82,16,8,8,98,16,3.6,DPL,4,1,8,5
2026-04-07 06:41:19.184503097 +0000 UTC,447161000,GAS AL KUWAIT II,ShipStaticData,9329710,9KEF,GAS AL KUWAIT II,80,187,38,26,10,225,36,8,CNDGG-SGSIN PGBG,7,4,8,0
2026-04-07 06:41:19.693543195 +0000 UTC,563315800,PINNACLE OF MAJESTIC,ShipStaticData,1114652,9VEE6,PINNACLE OF MAJESTIC,40,10,32,9,1,42,10,0,SINGAPORE - RFT,4,7,7,50
2026-04-07 06:41:20.480224373 +0000 UTC,563257300,KOTA NEKAD,ShipStaticData,9390252,9VDK6,KOTA NEKAD,70,143,37,12,16,180,28,10.1,SGSIN PEBGA,4,5,22,0
2026-04-07 06:41:23.666702406 +0000 UTC,215730000,CAPTAIN LYRISTIS,ShipStaticData,9877183,9HA5262,CAPTAIN LYRISTIS,80,239,35,27,21,274,48,15.5,SGSIN,4,6,7,0
2026-04-07 06:41:23.880524936 +0000 UTC,566797000,APL VANCOUVER,ShipStaticData,9597472,9V9915,APL VANCOUVER,74,238,90,13,32,328,45,13.8,AUADL>SGSIN PEBGA,4,6,22,45
2026-04-07 06:41:24.508460511 +0000 UTC,525101263,GARDA MARITIM 3,ShipStaticData,9910686,YCZX2,GARDA MARITIM 3,68,45,15,13,1,60,14,2,BOLOK-KUPANG,5,25,23,0
2026-04-07 06:41:24.520642632 +0000 UTC,538010896,FRONT MAINE,ShipStaticData,9898553,V7A6288,FRONT MAINE,80,281,55,29,31,336,60,11,SGSIN PEBGC,4,6,16,1
2026-04-07 06:41:25.79198913 +0000 UTC,525200075,CAMARA NUSANTARA 6,ShipStaticData,9855094,YCDC2,CAMARA NUSANTARA 6,71,0,0,0,0,,,4.5,KUPANG,4,5,2,0
2026-04-07 06:41:26.175708831 +0000 UTC,441661000,CNC RICH,ShipStaticData,9279939,D7CR,CNC RICH,80,99,24,10,10,123,20,9.4,IN BOM,4,16,19,30
2026-04-07 06:41:26.83860407 +0000 UTC,574004420,APOLLO,ShipStaticData,9321964,XVGP7,APOLLO,80,201,37,15,27,238,42,8,SINGAPORE,3,4,10,30
2026-04-07 06:41:26.893431479 +0000 UTC,241393000,MARAN TAURUS,ShipStaticData,9519494,SVCG3,MARAN TAURUS,80,282,51,36,24,333,60,11,SG SIN,4,4,19,30
2026-04-07 06:41:28.392594534 +0000 UTC,256099000,KIRAN CASPIAN,ShipStaticData,9718583,9HA3817,KIRAN CASPIAN,79,180,20,8,24,200,32,13.3,ZAPLZ>SGSIN,4,6,3,0
2026-04-07 06:41:31.398749007 +0000 UTC,253000147,BOURBONEVOLUTION810,ShipStaticData,9639878,LXAR6,BOURBONEVOLUTION810,99,15,85,4,16,100,20,6.2,SINGAPORE,3,17,11,0
2026-04-07 06:41:31.566415574 +0000 UTC,542249110,SEA GULL,ShipStaticData,0,E6GE2,SEA GULL,70,24,0,6,0,,,0,,0,0,0,0
2026-04-07 06:41:32.822377598 +0000 UTC,319053100,VICTON,ShipStaticData,9672428,ZGDI5,VICTON,37,26,14,4,4,40,8,2.2,OCEAN MARINA,9,25,17,20
2026-04-07 06:41:33.56080403 +0000 UTC,566511000,HY PROSPER,ShipStaticData,9627667,9V9203,HY PROSPER,80,31,12,4,8,43,12,3.8,4.AEPB,2,23,2,54
2026-04-07 06:41:35.719399958 +0000 UTC,219199000,MAERSK EDMONTON,ShipStaticData,9458030,OYHV2,MAERSK EDMONTON,71,142,224,34,14,366,48,12,CNQDG,4,15,11,0
2026-04-07 06:41:39.293322848 +0000 UTC,563074920,DISCOVERY,ShipStaticData,0,9V7269,DISCOVERY,90,10,4,2,3,14,5,0,,0,0,0,0
2026-04-07 06:41:39.692689876 +0000 UTC,352005632,DORIC SAMURAI,ShipStaticData,1057103,3E8859,DORIC SAMURAI,70,170,29,20,12,199,32,12.7,SGSIN,4,7,11,0
2026-04-07 06:41:40.071994055 +0000 UTC,232027081,ENERGY ATHENA,ShipStaticData,9891440,MHCJ3,ENERGY ATHENA,80,148,35,12,20,183,32,8.1,SINGAPORE AWPB,4,1,17,30
2026-04-07 06:41:40.468224115 +0000 UTC,533057100,ORKIM DISCOVERY,ShipStaticData,9564396,9MLL9,ORKIM DISCOVERY,80,100,20,12,8,120,20,5.2,SPORE WBGA,4,6,6,0
2026-04-07 06:41:41.61287879 +0000 UTC,566753000,HAI SOON 33,ShipStaticData,9666340,9V9784,HAI SOON 33,80,65,23,8,8,88,16,6,ASPP,4,7,16,30
2026-04-07 06:41:42.628662503 +0000 UTC,566496000,MARINE ORACLE,ShipStaticData,9655391,9V9824,MARINE ORACLE,80,73,17,12,4,90,16,5.5,SUDONG,4,5,7,0
2026-04-07 06:41:43.691797061 +0000 UTC,565968000,LAUREL,ShipStaticData,9576911,9V8441,LAUREL,89,92,11,9,9,103,18,4.4,SPORE ASPP,4,5,10,0
2026-04-07 06:41:44.237643662 +0000 UTC,525200295,,StaticDataReport,,PMHN,,70,33,5,4,4,38,8,,,,,,
2026-04-07 06:41:48.304702034 +0000 UTC,563136000,SINAR MENDAWAI,ShipStaticData,9363857,9V2192,SINAR MENDAWAI,80,120,25,17,7,145,24,6,SG SIN,4,2,6,0
2026-04-07 06:41:49.240285727 +0000 UTC,209527000,BEACHWAY,ShipStaticData,9524140,5BUC4,BEACHWAY,33,26,93,7,14,119,21,5.5,SINGAPORE,7,14,0,0
2026-04-07 06:41:50.744425579 +0000 UTC,518100792,KIM POWER,StaticDataReport,,,KIM POWER,,0,0,0,0,,,,,,,,
2026-04-07 06:41:50.740661515 +0000 UTC,566133000,RESILIENT NN23,ShipStaticData,9727675,9V3111,RESILIENT NN23,95,10,22,7,6,32,13,4.2,S'PORE,0,0,24,60
2026-04-07 06:41:55.320078376 +0000 UTC,564759000,I MOLA,ShipStaticData,9204025,9V5704,I MOLA,60,26,6,4,4,32,8,0,MSP,6,24,18,30
2026-04-07 06:41:55.413513516 +0000 UTC,563025790,,StaticDataReport,,V3SK,,70,5,14,3,3,19,6,,,,,,
2026-04-07 06:41:57.226723532 +0000 UTC,525301422,ELVIRA,ShipStaticData,9168453,YDLH2,ELVIRA,80,58,14,3,8,72,11,4.6,ID KUPANG,4,6,10,0
2026-04-07 06:41:57.646618403 +0000 UTC,563040382,SC1494C,StaticDataReport,,,SC1494C,,0,0,0,0,,,,,,,,
2026-04-07 06:41:58.227462589 +0000 UTC,565102000,AYER CHERDAS,ShipStaticData,9698745,9V2801,AYER CHERDAS,86,30,10,5,5,40,10,4,SINGAPORE,5,30,8,0
2026-04-07 06:41:58.405947005 +0000 UTC,563026590,PANDUAN,ShipStaticData,9714549,9V2429,PANDUAN,53,15,20,5,5,35,10,2.3,SINGAPORE,12,15,12,0
2026-04-07 06:41:59.800079529 +0000 UTC,525008101,TB BALONGAN 1,ShipStaticData,9149536,YFIX,TB BALONGAN 1,52,10,22,2,7,32,9,3.5,CAPLONG,4,3,0,0
2026-04-07 06:42:01.529809847 +0000 UTC,563004120,MARINA PRINCESS 3,StaticDataReport,,,MARINA PRINCESS 3,,0,0,0,0,,,,,,,,
2026-04-07 06:42:02.081211048 +0000 UTC,457676000,XIN LI 6,StaticDataReport,,,XIN LI 6,,0,0,0,0,,,,,,,,
2026-04-07 06:42:02.3371382 +0000 UTC,636016653,M T VAYU,ShipStaticData,9531727,D5HD6,M T VAYU,89,0,0,0,0,,,4.3,SG-PEBGB,11,19,6,48
2026-04-07 06:42:04.387575451 +0000 UTC,636093121,DALLAS EXPRESS,ShipStaticData,9193288,5LGX8,DALLAS EXPRESS,71,222,72,16,16,294,32,11,SGSIN PWBGA,6,4,9,30
2026-04-07 06:42:05.313660673 +0000 UTC,525018271,ASEAN EXPLORER,ShipStaticData,9236676,JZSY,ASEAN EXPLORER,90,62,80,12,12,142,24,7.7,PEBGA SG,4,4,6,0
2026-04-07 06:42:07.344491416 +0000 UTC,538004619,CRYSTAL ACE,ShipStaticData,9539224,V7YB2,CRYSTAL ACE,70,21,179,25,7,200,32,8.9,SG SIN PEBGA,4,6,19,20
2026-04-07 06:42:10.993554265 +0000 UTC,200000000,CFAOC,StaticDataReport,,,CFAOC,,0,0,0,0,,,,,,,,
2026-04-07 06:42:14.891381337 +0000 UTC,566474000,STRAITS ORACLE,ShipStaticData,9655377,9V9764,STRAITS ORACLE,80,76,19,10,4,95,14,5,ASSPU,4,6,0,30
2026-04-07 06:42:15.397809674 +0000 UTC,312653000,BATAMINDO LEO,ShipStaticData,107727000,V3RV7,BATAMINDO LEO,70,69,30,8,8,99,16,3,SGSIN PEBGA,4,7,7,0
2026-04-07 06:42:17.566971245 +0000 UTC,563085490,NORTHERN ALBATROSS,StaticDataReport,,,NORTHERN ALBATROSS,,0,0,0,0,,,,,,,,
2026-04-07 06:42:20.997490119 +0000 UTC,211151710,WILHELMSHAVEN EXPRES,ShipStaticData,9943918,DDQP2,WILHELMSHAVEN EXPRES,71,115,285,32,29,400,61,11.8,YANGSHAN,4,14,22,0
2026-04-07 06:42:21.835531395 +0000 UTC,525003316,KM EVA PUTRI,StaticDataReport,,,KM EVA PUTRI,,0,0,0,0,,,,,,,,
2026-04-07 06:42:23.622717927 +0000 UTC,477685900,ANGEL NO.1,ShipStaticData,9470662,VRGG5,ANGEL NO.1,80,100,18,10,8,118,18,5.9,SGP PEBGC,4,5,18,15
2026-04-07 06:42:23.746298463 +0000 UTC,538012374,NAUTICAL SINGAPORE,ShipStaticData,9708423,V7B2763,NAUTICAL SINGAPORE,90,24,61,14,9,85,23,5.4,SINGAPORE,3,11,15,30
2026-04-07 06:42:25.802834254 +0000 UTC,566009000,SEA PROSPERITY,ShipStaticData,9717371,9V2704,SEA PROSPERITY,80,70,20,10,6,90,16,5.7,AEPB/AEPC,4,7,2,0
2026-04-07 06:42:28.000165358 +0000 UTC,374986000,CLIO FORWARD,ShipStaticData,9369136,3EMS4,CLIO FORWARD,70,108,20,5,15,128,20,5.6,SGP PEBGA,4,7,5,45
2026-04-07 06:42:28.547959994 +0000 UTC,477100700,SC SCORPIO,ShipStaticData,9801079,VRQX7,SC SCORPIO,82,150,33,11,21,183,32,11.5,SINGAPORE===PGBG,4,6,23,30
2026-04-07 06:42:28.758561603 +0000 UTC,566163000,BRUE,ShipStaticData,9735256,9V2696,BRUE,80,70,20,5,10,90,15,6,SELAT PAUH,4,5,10,0
2026-04-07 06:42:29.211177213 +0000 UTC,311001237,ERREA WITTU,ShipStaticData,9989479,C6GG2,ERREA WITTU,99,318,21,9,55,339,64,0,,0,0,0,0
2026-04-07 06:42:29.530931259 +0000 UTC,566680000,VITALITY,ShipStaticData,9639373,9V9848,VITALITY,80,68,21,12,6,89,18,4.5,P-13,4,6,7,30
2026-04-07 06:42:30.289442554 +0000 UTC,563033840,,StaticDataReport,,,,37,5,5,2,1,10,3,,,,,,
2026-04-07 06:42:30.384718776 +0000 UTC,574002060,GT EQUALITY,ShipStaticData,9205512,3WLE9,GT EQUALITY,83,89,19,8,9,108,17,6.8,PGBG SIN,4,4,13,30
2026-04-07 06:42:30.630580082 +0000 UTC,413241940,HENG HUI 19,ShipStaticData,9896804,BOLD4,HENG HUI 19,82,95,18,1,16,113,17,6.7,S G P/ PEBGC,4,3,9,0
2026-04-07 06:42:32.35733515 +0000 UTC,563041656,SC 2920 G,StaticDataReport,,,SC 2920 G,,0,0,0,0,,,,,,,,
2026-04-07 06:42:32.798961255 +0000 UTC,525018298,KM. EXPRESS BAHARI8E,StaticDataReport,,,KM. EXPRESS BAHARI8E,,0,0,0,0,,,,,,,,
2026-04-07 06:42:35.745741044 +0000 UTC,563087340,,StaticDataReport,,1300,,0,0,0,0,0,,,,,,,,
2026-04-07 06:42:36.618245133 +0000 UTC,416252000,ASIA CEMENT NO.6,ShipStaticData,9112832,BLEZ,ASIA CEMENT NO.6,70,105,20,7,13,125,20,8.7,SIN PEBGA,3,26,1,0
2026-04-07 06:42:38.105134873 +0000 UTC,525101104,KENDHAGA NUSANTARA11,ShipStaticData,9863601,YCJC2,KENDHAGA NUSANTARA11,70,60,14,9,9,74,18,3.4,KUPANG,3,22,6,30
2026-04-07 06:42:38.220400263 +0000 UTC,351616000,GT FREEDOM,ShipStaticData,9254927,HPBI,GT FREEDOM,80,146,34,22,10,180,32,7.5,PEGBC-SGP,4,6,12,30
2026-04-07 06:42:39.264299788 +0000 UTC,405000444,AKIJ HARMONY,ShipStaticData,9636462,S2CY9,AKIJ HARMONY,70,171,29,15,21,200,36,6.5,SINGAPORE,4,5,7,2
2026-04-07 06:42:39.531549451 +0000 UTC,566639000,TRINITY,ShipStaticData,9628805,9V9461,TRINITY,80,55,23,1,12,78,13,4.8,SENOKO-JETTY,3,1,16,0
2026-04-07 06:42:40.448227231 +0000 UTC,477898700,OOCL YOKOHAMA,ShipStaticData,9329538,VRDB3,OOCL YOKOHAMA,71,198,62,7,25,260,32,12,SG SIN PEBGA,4,7,1,0
2026-04-07 06:42:40.636577858 +0000 UTC,538005060,NAVE ATROPOS,ShipStaticData,9638563,V7AS4,NAVE ATROPOS,89,194,34,23,9,228,32,12.9,SG SING PWBG A,4,6,2,0
2026-04-07 06:42:41.589370716 +0000 UTC,566687000,STRAITS HARMONY,ShipStaticData,9647916,9V3188,STRAITS HARMONY,84,65,5,7,7,70,14,5.4,AEPB,4,7,14,0
2026-04-07 06:42:42.113014131 +0000 UTC,533130658,LG ASPHALT 2,ShipStaticData,9826885,9MWS7,LG ASPHALT 2,85,74,25,9,9,99,18,4.9,PEBGC SGSIN,3,29,4,0
2026-04-07 06:42:42.592600605 +0000 UTC,414877000,ZHONG GU CHENG DU,ShipStaticData,9933846,BPJK4,ZHONG GU CHENG DU,74,196,32,11,29,228,40,12.4,MY PKG,4,8,0,0
2026-04-07 06:42:43.691074203 +0000 UTC,563217300,HAFNIA PRECISION,ShipStaticData,9760213,9V7899,HAFNIA PRECISION,80,181,39,10,28,220,38,11.2,HORIZON OBH2>AEPA,4,7,9,0
2026-04-07 06:42:47.720609796 +0000 UTC,565263000,HORIZON 9,ShipStaticData,9732113,9V2413,HORIZON 9,40,18,20,4,5,38,9,1.5,SINGAPORE HFC,4,13,5,10
2026-04-07 06:42:47.932196189 +0000 UTC,477328600,EASTERN RIVER,ShipStaticData,9459357,VRJI6,EASTERN RIVER,70,228,26,28,15,254,43,7.7,SGP,4,6,21,30
2026-04-07 06:42:50.271474552 +0000 UTC,314001139,ORYX,ShipStaticData,9250737,8PZY2,ORYX,80,224,45,23,23,269,46,9,EG SUZ,4,23,20,0
2026-04-07 06:42:50.746540294 +0000 UTC,563012030,,StaticDataReport,,SC4222Z,,70,0,0,0,0,,,,,,,,
2026-04-07 06:42:51.611493737 +0000 UTC,563029230,SYNERGY,ShipStaticData,9703954,9VFL5,SYNERGY,80,38,10,8,2,48,10,2.8,ASPP,12,8,12,0
2026-04-07 06:42:51.785631985 +0000 UTC,525013027,TANTO ALAM,ShipStaticData,9085699,JZEA,TANTO ALAM,70,81,25,0,0,106,,6.5,IDKOE,4,7,5,0
2026-04-07 06:42:52.739975701 +0000 UTC,563026450,SC 4607A,StaticDataReport,,,SC 4607A,,0,0,0,0,,,,,,,,
2026-04-07 06:42:53.629321599 +0000 UTC,563087330,ATLANTIC ALBATROSS,StaticDataReport,,,ATLANTIC ALBATROSS,,0,0,0,0,,,,,,,,
2026-04-07 06:42:54.945289356 +0000 UTC,563067950,PRISM,ShipStaticData,9847360,9V8658,PRISM,0,34,10,5,4,44,9,3,ASSPU,4,6,23,21
2026-04-07 06:42:57.640225125 +0000 UTC,518100675,PROGRESS 10,ShipStaticData,9213208,E5U3586,PROGRESS 10,80,94,21,9,7,115,16,4.8,SINGAPORE,3,11,6,0
2026-04-07 06:42:58.305425934 +0000 UTC,533132943,PAOLINA COSULICH,ShipStaticData,9956836,9WQA4,PAOLINA COSULICH,80,89,24,14,6,113,20,5.6,PGBG,4,3,20,30
2026-04-07 06:42:59.070425776 +0000 UTC,525501739,RADHIKA PANGESTU,ShipStaticData,8541270,YDBF3,RADHIKA PANGESTU,70,88,18,8,8,106,16,3,LAMONGAN,2,26,1,0
2026-04-07 06:43:00.041286193 +0000 UTC,414732000,GUI CHI,ShipStaticData,9611656,BPGF,GUI CHI,80,151,33,22,10,184,32,7.5,SG PEBGC,4,7,2,15
2026-04-07 06:43:03.084352348 +0000 UTC,636020835,SOFIA II,ShipStaticData,9364239,5LAY4,SOFIA II,9,194,35,20,22,229,42,8.2,SGSIN PEBGC,4,5,4,30
2026-04-07 06:43:03.305133704 +0000 UTC,525007049,TB SATRIA SRIS 5,StaticDataReport,,,TB SATRIA SRIS 5,,0,0,0,0,,,,,,,,
2026-04-07 06:43:04.197943931 +0000 UTC,441661000,CNC RICH,ShipStaticData,9279939,D7CR,CNC RICH,80,99,24,10,10,123,20,9.4,IN BOM,4,16,19,30
2026-04-07 06:43:05.427412419 +0000 UTC,563026590,PANDUAN,ShipStaticData,9714549,9V2429,PANDUAN,53,15,20,5,5,35,10,2.3,SINGAPORE,12,15,12,0
2026-04-07 06:43:09.614354162 +0000 UTC,249067000,BOKA GUARD,ShipStaticData,9398539,9HA6094,BOKA GUARD,52,29,45,10,11,74,21,6.1,SSE SG SIN,2,5,2,0
2026-04-07 06:43:09.64322159 +0000 UTC,563037800,LT BERYL,ShipStaticData,9824875,9V5432,LT BERYL,80,75,24,3,14,99,17,4.5,PEBG - C SG,4,4,10,0
